episodes,score,scored_by,rank,popularity,members,favorites,duration_min,aired_from_year,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Fantasy,Game,Harem,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
0.38461538461538464,1.0263157894736845,3.3169893155611976,-0.7027084439723845,-0.5365346441062482,2.355455026709659,7.72027972027972,0.0,-0.15384615384615385,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4615384615384615,1.0701754385964906,16.46440283507881,-0.7154540626659586,-0.6741658001701484,12.536551325857838,100.81818181818181,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,1.0964912280701757,2.6145668041891463,-0.7209771640998407,-0.5089327913791474,1.9068530728138986,4.944055944055944,0.0,0.07692307692307693,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.46153846153846156,0.6403508771929822,14.682852004654608,-0.5499734466277217,-0.6709518858115133,11.35297656287598,28.286713286713287,0.0,0.15384615384615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27.615384615384617,0.8070175438596493,22.704062202475406,-0.6349442379182156,-0.6841856508176576,19.466432455844842,284.6083916083916,0.0,-0.46153846153846156,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1.3846153846153846,1.008771929824562,11.047075002644663,-0.6971853425385024,-0.666603648738066,9.789643389961018,56.0979020979021,-0.18181818181818182,-0.07692307692307693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
37.92307692307692,1.0526315789473681,20.169522902782184,-0.7105682421667552,-0.6838075432460535,18.860724770200683,299.4895104895105,-0.09090909090909091,-0.23076923076923078,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11.846153846153847,0.7631578947368416,2.965037554215593,-0.6117896972915561,-0.5698081104074109,2.989532701284951,19.041958041958043,0.0,-1.6153846153846154,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.3846153846153846,1.2368421052631584,29.305194118269334,-0.7451938396176314,-0.685130919746668,21.658284806776074,246.87412587412587,0.0,-0.15384615384615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.3846153846153846,1.324561403508772,6.2538876547127895,-0.7592140201805629,-0.616882503072124,4.606140815246162,7.020979020979021,0.0,0.07692307692307693,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4615384615384615,0.6929824561403504,1.5545329525018512,-0.5822623473181094,-0.44352018149163436,1.2669762741229125,9.678321678321678,0.09090909090909091,-0.46153846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.3846153846153846,1.105263157894737,4.593515286152544,-0.7222517259691981,-0.5953303714906891,3.7162519851773426,32.51048951048951,0.0,-0.15384615384615385,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.3846153846153846,1.3070175438596496,3.1136147254839734,-0.757514604354753,-0.5444749031099347,2.5035372250830163,7.671328671328672,-0.18181818181818182,0.23076923076923078,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.4615384615384615,0.6140350877192978,0.5693959589548292,-0.5361656930430164,-0.3486151810189999,0.7008036960392704,1.7832167832167831,-0.09090909090909091,-0.3076923076923077,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.3846153846153846,1.149122807017543,4.507933989209775,-0.7298990971853425,-0.6217979015029776,4.8992733047788635,31.503496503496503,-0.18181818181818182,0.07692307692307693,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.3846153846153846,0.631578947368421,4.619327197715011,-0.5467870419543281,-0.59816617827772,3.848260262765292,18.272727272727273,0.0,-0.15384615384615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.076923076923077,0.9122807017543855,6.995186713212736,-0.6699946893255443,-0.648265431515266,7.021127099475432,26.335664335664337,0.0,0.07692307692307693,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.4615384615384617,0.7807017543859649,0.683275150745795,-0.6221986192246415,-0.37489365724548634,0.8261947158188556,3.3636363636363638,0.0,-0.07692307692307693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.384615384615385,1.1842105263157896,2.130434782608696,-0.7369091874668083,-0.5654598733339635,2.8867125463208048,17.167832167832167,0.0,0.07692307692307693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4615384615384615,0.6929824561403504,8.680524701153074,-0.5826872012745619,-0.6456186785140372,6.792290293084364,52.86713286713287,0.0,-0.6923076923076923,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2.4615384615384617,0.9298245614035079,1.037395535808738,-0.6733935209771641,-0.43936099820398905,1.2378122142547765,7.2727272727272725,0.09090909090909091,-0.3076923076923077,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5384615384615384,1.3684210526315783,22.215910293028667,-0.762825278810409,-0.6809717364590226,17.080586168728043,487.6993006993007,0.0,-0.8461538461538461,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3.3846153846153846,1.0526315789473681,0.18480905532635142,-0.7114179500796601,-0.2106059173834956,0.2845420857596612,2.4195804195804196,0.09090909090909091,-0.38461538461538464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.4615384615384617,1.0350877192982457,0.4268486194858775,-0.7052575677110993,-0.2654315152660932,0.41347033062226285,1.2727272727272727,0.09090909090909091,-0.23076923076923078,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.307692307692308,0.8070175438596493,9.421559293346029,-0.6340945300053107,-0.6609320351640041,8.687015737042206,85.75524475524476,0.0,-0.7692307692307693,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3076923076923077,1.1929824561403508,2.334126732254311,-0.7390334572490707,-0.4994801020890443,1.7929159247317004,2.5314685314685317,-0.18181818181818182,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3846153846153846,0.8245614035087717,3.4576324976198034,-0.6428040361125863,-0.5879572738444088,3.421531353770634,17.902097902097903,0.09090909090909091,-0.3076923076923077,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.3076923076923077,0.4824561403508772,12.283349201311752,-0.45395645246946364,-0.6681160790244824,10.179628471052505,25.6013986013986,0.0,0.15384615384615385,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3846153846153846,1.1754385964912282,8.652015233259283,-0.7362719065321296,-0.6550713678041403,7.7570624187882,47.74125874125874,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.2307692307692308,1.2543859649122808,4.417063366127155,-0.7475305363781201,-0.6155591265715096,4.538933538668848,30.937062937062937,-0.18181818181818182,-0.23076923076923078,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.46153846153846156,1.0175438596491233,7.145879614937057,-0.7007966011683484,-0.638623688439361,6.161124211944752,44.53146853146853,0.0,0.15384615384615385,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.846153846153846,1.0789473684210533,6.243732148524278,-0.7190653212958046,-0.6323849135078929,5.4711728187111985,65.97202797202797,0.09090909090909091,-0.9230769230769231,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.461538461538462,0.7017543859649124,0.14513910927747806,-0.5869357408390866,-0.11191984119481993,0.11822031859088503,1.3776223776223777,0.09090909090909091,-0.7692307692307693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,0.9999999999999992,6.859938643816777,-0.6946362187997875,-0.6267132999338312,5.154146012801386,7.678321678321678,-0.09090909090909091,0.07692307692307693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.38461538461538464,0.9561403508771932,3.4590077224161644,-0.6825278810408922,-0.5550619151148501,2.681890370085182,20.202797202797203,-0.09090909090909091,0.07692307692307693,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.38461538461538464,-0.42982456140350905,0.10642124193377764,0.41486988847583645,-0.07996975139427168,0.08470089994706194,-0.006993006993006993,0.0,-0.23076923076923078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.38461538461538464,0.8859649122807018,4.367343700412567,-0.661497610196495,-0.5802060686265242,3.27424322633428,32.78321678321678,0.0,-0.15384615384615385,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.3846153846153846,0.5701754385964909,1.7436792552628795,-0.5117365905469995,-0.47244541071934965,1.490856152846624,7.741258741258742,0.0,-0.3076923076923077,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.46153846153846156,0.8245614035087717,1.9445678620543743,-0.6430164630908125,-0.5372908592494565,2.369363299485057,5.636363636363637,0.0,0.46153846153846156,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.46153846153846156,0.368421052631579,0.6119221411192214,-0.3468932554434413,-0.30116268078268266,0.5184561335964195,1.7972027972027973,0.09090909090909091,0.5384615384615384,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.923076923076923,1.008771929824562,1.3189992594943405,-0.6973977695167286,-0.4955099725872011,1.7476057558111555,13.202797202797203,0.09090909090909091,-0.6153846153846154,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.46153846153846156,-0.8245614035087725,0.2875277689622342,0.7600637280934679,-0.17317326779468759,0.21584291833100727,0.3146853146853147,-1.1818181818181819,0.38461538461538464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.5384615384615384,-3.105263157894738,-0.2028985507246377,1.6450345193839617,1.2262028547121655,-0.23911160306078252,-0.13286713286713286,-2.090909090909091,0.46153846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.23076923076923078,0.14035087719298184,0.6503226488945308,-0.13935209771641,-0.3189337366480764,0.5816208672217142,1.1538461538461537,0.7272727272727273,-0.9230769230769231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.07692307692307693,-0.7280701754385968,-0.05543213794562573,0.688688263409453,0.06427828717270063,-0.048919582270561625,-0.11188811188811189,-1.3636363636363635,0.07692307692307693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46153846153846156,0.32456140350877133,-0.14831270496138793,-0.3033457249070632,0.47792797050760943,-0.18143317772751336,-0.11188811188811189,6.0,-0.7692307692307693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.3846153846153846,0.3859649122807014,-0.10277160689728129,-0.36728624535315985,0.09112392475659326,-0.06386255353963136,-0.08391608391608392,-1.9090909090909092,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46153846153846156,-2.333333333333334,-0.2026869776790437,1.6881571959638875,1.7595235844597787,-0.24534385677847828,-0.13286713286713286,-1.8181818181818181,0.46153846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,-0.9385964912280707,0.04406008674494869,0.8223048327137547,-0.1274222516305889,0.14257182732566534,-0.04195804195804196,-1.0,0.46153846153846156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46153846153846156,0.9035087719298243,4.08907225219507,-0.667020711630377,-0.567161357406182,2.933370229558689,1.4475524475524475,0.09090909090909091,0.23076923076923078,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.3846153846153846,-0.10526315789473696,-0.19871998307415636,0.08327137546468401,1.0144626146138576,-0.23160402329274749,-0.11188811188811189,-0.09090909090909091,-0.15384615384615385,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46153846153846156,-1.0964912280701757,-0.19750343806199092,0.9036643653744025,1.1800737309764628,-0.23788440252177678,-0.13286713286713286,2.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46153846153846156,-0.28947368421052644,0.6579392785359145,0.2725438130642592,-0.28187919463087246,0.4550507724144569,0.06993006993006994,-1.1818181818181819,0.46153846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.23076923076923078,-0.9298245614035094,-0.1953348143446525,0.8165693043016463,0.9511295963701674,-0.228283363010732,-0.13286713286713286,-0.5454545454545454,0.3076923076923077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.38461538461538464,-1.1842105263157903,-0.1534433513170422,0.9459373340414232,0.5820966064845449,-0.1961355214399153,-0.11188811188811189,0.45454545454545453,-1.2307692307692308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.46153846153846156,-0.026315789473684435,0.22516661377340527,0.010408921933085501,-0.19604877587673694,0.260070263246547,0.9790209790209791,0.18181818181818182,-0.6923076923076923,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4615384615384615,1.0175438596491233,9.211202792764201,-0.7007966011683484,-0.6529917761603176,7.515352038115405,49.86013986013986,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.38461538461538464,-0.043859649122807653,0.3653337564794245,-0.3007116303770579,-0.1567255884299083,0.18506665383319698,0.5104895104895105,0.5454545454545454,-0.38461538461538464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.46153846153846156,0.13157894736842063,-0.06696286893049826,-0.1253319171534785,0.143302769637962,-0.0922806679820973,-0.04195804195804196,-0.9090909090909091,-0.3076923076923077,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,0.4298245614035083,0.5770125885962128,-0.4116834838024429,-0.3423764060875319,0.6766687521054912,0.8671328671328671,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.46153846153846156,0.5175438596491229,0.011583624246271025,-0.47817312798725436,-0.023820777011059648,0.021391789787766496,-0.013986013986013986,6.909090909090909,0.23076923076923078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,-0.8333333333333337,0.10917169152649953,0.7630377057886352,-0.09585026940164477,0.10014918908513402,-0.04195804195804196,-1.9090909090909092,0.46153846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.38461538461538464,-1.0263157894736852,-0.13926795726224478,0.8679766330323951,0.5083656300217412,-0.18598103854853457,-0.13286713286713286,0.2727272727272727,-0.46153846153846156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46153846153846156,0.7894736842105261,3.7859409711202794,-0.6232607541157728,-0.5991114472067303,3.8875066172578085,19.923076923076923,0.0,0.3076923076923077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.38461538461538464,0.6929824561403504,1.607849359991537,-0.5805629314922995,-0.45221665563852914,1.3281919245391982,0.5244755244755245,0.0,0.38461538461538464,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.38461538461538464,0.45614035087719274,2.387496033005395,-0.4373871481678173,-0.5323754608186029,2.2971269069733866,5.461538461538462,0.0,0.23076923076923078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3846153846153846,-0.4473684210526323,-0.158626890934095,0.4312267657992565,0.2750732583419983,-0.13958804562298474,-0.08391608391608392,0.0,0.5384615384615384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46153846153846156,0.16666666666666627,-0.07896963926795726,-0.1627190653212958,0.22402873617544192,-0.12361037586024351,0.013986013986013986,2.0,-2.4615384615384617,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1538461538461537,0.6228070175438598,3.738337035861631,-0.5404142326075412,-0.6219869552887797,4.912868761730594,11.874125874125873,0.0,0.5384615384615384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6923076923076925,0.3859649122807014,0.7616629641383688,-0.368348380244291,-0.36052556952452974,0.7578324269695366,1.3986013986013985,-0.09090909090909091,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.46153846153846156,0.9122807017543855,4.769385380302549,-0.6695698353690919,-0.6182058795727384,4.6596082583377445,23.202797202797203,-0.09090909090909091,0.38461538461538464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,1.6403508771929822,0.5885433195810854,-0.7768454593733404,-0.3616598922393421,0.769214110399923,2.6153846153846154,0.0,0.6153846153846154,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4615384615384615,-0.8070175438596501,-0.17867343700412566,0.7479553903345725,0.24936194347291804,-0.13285047403628664,-0.027972027972027972,0.0,-0.3076923076923077,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
